Company,TypeName,Inches,Touchscreen,Ips,X_res,Y_res,ppi,Cpu_brand,Cpu_freq,Ram,HDD,SSD,Gpu_brand,OpSys,Weight,Price
HP,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i5,1.6,8.0,0,256,Nvidia,Windows 10,2.5,49177.44
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.4,8.0,1000,0,Intel,Windows 10,2.3,24455.52
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,0,128,Intel,Windows 10,2.1,23922.72
MSI,Gaming,18.4,0,0,1920.0,1080.0,119.7232157653423,Intel Core i7,2.9,32.0,1000,512,Nvidia,Windows 10,4.4,149130.72
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,128,AMD,Windows 10,1.9,43316.64
HP,2 in 1 Convertible,13.3,1,1,3840.0,2160.0,331.2642361026012,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.29,79866.72
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,16.0,2000,256,AMD,Linux,2.02,55890.72
Dell,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.23,74538.72
Lenovo,2 in 1 Convertible,13.9,1,1,3840.0,2160.0,316.96506044349616,Intel Core i7,1.8,16.0,0,512,Intel,Windows 10,1.4,98514.72
Toshiba,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,0,128,Intel,Windows 10,2.0,42251.04
Xiaomi,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,0,256,Nvidia,No OS,1.95,63882.72
Dell,Notebook,17.3,1,0,1920.0,1080.0,127.33567457123111,Intel Core i7,1.8,16.0,0,512,Nvidia,Windows 10,2.77,82530.72
Dell,Notebook,15.6,1,0,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,0,512,Nvidia,Windows 10,2.06,127712.16
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,No OS,2.4,41505.12
Acer,Ultrabook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,1.2,8.0,0,256,Intel,Windows 10,1.12,52693.92
Dell,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,1.8,8.0,1000,128,AMD,Windows 10,2.8,57808.8
Lenovo,2 in 1 Convertible,14.0,1,0,2560.0,1440.0,209.8006828649808,Intel Core i7,2.7,16.0,0,1000,Intel,Windows 10,1.42,150462.72
Vero,Notebook,14.0,0,1,1920.0,1080.0,157.3505121487356,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10,1.3,13852.8
Xiaomi,Ultrabook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Nvidia,No OS,1.3,53274.67199999999
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i5,1.6,8.0,0,256,Nvidia,No OS,2.8,37189.44
Dell,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i7,1.8,8.0,1000,0,Intel,Windows 10,1.62,44701.92
HP,Notebook,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i5,1.6,8.0,1000,0,Nvidia,Windows 10,2.5,48697.92
Razer,Gaming,17.3,1,0,3840.0,2160.0,254.67134914246222,Intel Core i7,2.9,32.0,0,1000,Nvidia,Windows 10,3.49,324954.72
HP,Notebook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,1.6,8.0,0,512,Intel,Windows 10,1.49,51095.52
HP,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,3.35,73473.12
HP,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,1.8,8.0,0,256,Nvidia,Windows 10,2.5,55677.6
Dell,Gaming,15.6,0,1,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,1000,512,Nvidia,Windows 10,2.65,98301.6
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.3,4.0,0,128,Intel,Windows 10,2.1,26267.04
Acer,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,1000,0,Nvidia,Windows 10,2.23,39533.76
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,512,Nvidia,Windows 10,3.2,93186.72
Dell,Workstation,15.6,0,0,3840.0,2160.0,282.42399616439724,Other Intel Processor,3.0,16.0,1000,256,Nvidia,Windows 10,2.8,162770.4
Lenovo,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,0,512,Nvidia,No OS,2.4,74485.44
Dell,Notebook,15.6,1,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.4,6.0,1000,0,Intel,Windows 10,2.3,23389.92
Dell,Ultrabook,13.3,1,1,3840.0,2160.0,331.2642361026012,Intel Core i7,1.8,8.0,0,256,Intel,Windows 10,1.21,103842.72
Dell,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i7,1.8,8.0,0,256,Intel,Windows 10,1.2,77202.72
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,2.2,31808.16
Acer,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,0,Nvidia,Linux,2.4,41505.12
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.9,74964.95999999999
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,500,0,Intel,No OS,2.1,18594.72
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Intel,No OS,2.2,29250.72
Huawei,Ultrabook,13.0,0,1,2160.0,1440.0,199.69207064108247,Intel Core i7,2.7,8.0,0,512,Intel,Windows 10,1.05,79866.72
Dell,Ultrabook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i7,1.8,8.0,0,256,AMD,Windows 10,1.4,49650.5664
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i5,2.5,8.0,1000,0,Nvidia,No OS,2.8,31381.92
HP,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,1.8,8.0,0,256,Nvidia,Windows 10,1.63,54931.68
Dell,Ultrabook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.6,61218.72
Dell,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i7,1.8,16.0,0,512,Intel,Windows 10,1.62,68145.12
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,0,256,AMD,Linux,2.2,36089.208
Lenovo,2 in 1 Convertible,14.0,0,1,1920.0,1080.0,157.3505121487356,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.74,47898.72
Toshiba,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i7,2.5,8.0,0,256,Intel,Windows 10,1.2,72620.64
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,1000,0,Intel,Windows 10,2.1,42304.32
Dell,Gaming,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,4.42,130873.7952
Acer,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,Nvidia,Windows 10,2.2,44328.96
Dell,Notebook,15.6,1,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,16.0,1000,0,AMD,Windows 10,2.3,45768.0528
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.0,40972.32
Asus,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i5,2.5,8.0,500,256,Nvidia,Windows 10,2.69,47472.48
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,1000,0,AMD,Windows 10,1.9,67612.31999999999
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.4,4.0,1000,0,Intel,Windows 10,2.37,21258.1872
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,1.5,4.0,500,0,AMD,Windows 10,2.1,17582.399999999998
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,3.2,79866.72
Dell,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.6,45767.52
Acer,2 in 1 Convertible,13.3,1,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.3,8.0,0,256,Intel,Windows 10,1.6,36709.92
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,16.0,0,256,AMD,Linux,2.36,47898.72
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,4.0,1000,0,Intel,Linux,2.1,20779.2
Asus,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,2.5,4.0,1000,128,AMD,Windows 10,2.2,30636.0
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.9,32.0,1000,512,Nvidia,Windows 10,4.7,207259.2
Acer,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.5,45074.88
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i3,2.0,8.0,0,128,Intel,Windows 10,2.2,31381.92
Asus,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,1.8,8.0,1000,128,Nvidia,Windows 10,2.1,61005.6
Asus,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.7,8.0,1000,128,Nvidia,No OS,2.69,47365.92
Dell,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.56,46833.12
Lenovo,2 in 1 Convertible,13.9,1,1,1920.0,1080.0,158.48253022174808,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.38,57489.12
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,2000,128,AMD,Windows 10,2.2,52480.8
HP,Notebook,15.6,1,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,1000,0,Intel,Windows 10,2.04,29783.52
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.9,16.0,0,256,Nvidia,Windows 10,3.6,159786.72
HP,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,1.6,4.0,500,0,Intel,Windows 10,1.49,35964.0
Apple,Ultrabook,13.3,0,1,2560.0,1600.0,226.98300468106115,Intel Core i5,3.1,8.0,0,512,Intel,macOS,1.37,108691.2
Dell,2 in 1 Convertible,15.6,1,1,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,1000,0,Intel,Windows 10,2.08,43636.32
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,4.3,95850.72
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,3.0,4.0,1000,0,AMD,Windows 10,1.68,24988.32
Lenovo,2 in 1 Convertible,13.9,1,1,1920.0,1080.0,158.48253022174808,Intel Core i7,1.8,8.0,0,512,Intel,Windows 10,1.37,98514.72
Acer,Notebook,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i3,2.7,4.0,0,256,Nvidia,Windows 10,3.0,37402.56
Dell,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,1.41,50562.72
HP,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,2.5,8.0,0,128,AMD,Windows 10,1.91,23757.552
HP,Notebook,17.3,0,1,1920.0,1080.0,127.33567457123111,Intel Core i7,1.8,16.0,1000,0,Nvidia,Windows 10,2.9,56423.52
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,512,Nvidia,Windows 10,4.14,133146.72
Lenovo,2 in 1 Convertible,15.6,1,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,512,Nvidia,Windows 10,2.0,90522.72
Dell,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,1.8,8.0,1000,128,AMD,Windows 10,2.8,60845.76
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,0,256,Intel,No OS,2.2,23656.32
HP,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,4.0,500,0,Intel,Windows 10,2.1,38468.16
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,1000,0,Intel,Windows 10,2.18,35004.96
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,0,AMD,Windows 10,2.24,30103.2
Dell,2 in 1 Convertible,15.6,1,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,2.67,42570.72
Asus,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i7,1.8,8.0,0,1024,Intel,Windows 10,1.1,79866.72
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,4.0,1000,0,Intel,No OS,2.2,24881.76
HP,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,1.8,8.0,1000,0,Nvidia,Windows 10,2.5,54239.04
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,0,256,Intel,Windows 10,2.05,46886.4
Apple,Ultrabook,13.3,0,1,2560.0,1600.0,226.98300468106115,Intel Core i5,2.9,8.0,0,512,Intel,macOS,1.37,104370.192
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,AMD Processor,3.0,16.0,1000,256,AMD,Windows 10,3.2,82530.72
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,0,256,AMD,Linux,2.14,39164.5296
Lenovo,2 in 1 Convertible,14.0,1,0,2560.0,1440.0,209.8006828649808,Intel Core i7,2.6,16.0,0,512,Intel,Windows 10,1.36,133146.72
Toshiba,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i7,2.5,8.0,500,0,Nvidia,Windows 10,2.2,43263.36
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i7,2.7,12.0,1000,0,Intel,Windows 10,2.3,37992.3696
Dell,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,1.8,8.0,1000,128,AMD,Linux,2.8,58554.72
Acer,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,1000,0,Nvidia,Windows 10,2.2,39693.6
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i3,2.0,4.0,1000,0,Intel,Windows 10,2.8,26053.92
Lenovo,Notebook,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,1.8,8.0,2000,0,Nvidia,No OS,2.8,45234.72
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i7,2.7,6.0,1000,128,Nvidia,Windows 10,2.8,45767.52
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,1000,0,AMD,Linux,2.25,22803.84
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,2.5,44169.12
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,6.0,0,256,Intel,Windows 10,2.2,30849.12
Acer,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,0,256,Nvidia,Windows 10,3.0,50669.28
Acer,Notebook,15.6,1,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,12.0,1000,0,Intel,Windows 10,2.15,35111.52
Lenovo,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.95,58448.16
Asus,Ultrabook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Nvidia,Windows 10,1.7,52054.56
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.5,62817.12
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,1000,0,Nvidia,No OS,2.2,35112.0528
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.5,2.0,0,16,Intel,Chrome OS,2.19,10602.72
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,1000,0,Nvidia,Windows 10,3.0,63243.36
HP,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i3,2.0,8.0,1000,0,Intel,Windows 10,2.54,26053.92
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,2.0,97449.12
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,0,256,Intel,Windows 10,2.05,39373.92
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,0,Nvidia,Windows 10,3.2,69210.72
Acer,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Linux,2.5,52161.12
Dell,Workstation,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.9,16.0,0,256,Nvidia,Windows 10,3.42,153705.3408
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,2.4,6.0,1000,0,AMD,Windows 10,2.4,26586.72
Asus,Ultrabook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,16.0,0,512,Nvidia,Windows 10,1.63,78215.04
Asus,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Intel Core i3,2.4,4.0,0,128,Intel,Windows 10,1.3,27119.52
Asus,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.9,113060.16
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i5,2.5,6.0,1000,0,Nvidia,Windows 10,2.8,34578.72
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,8.0,2000,0,Nvidia,No OS,2.2,29250.72
Asus,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.5,67399.2
Lenovo,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,1000,0,Intel,No OS,2.2,19180.2672
HP,2 in 1 Convertible,13.3,1,0,1920.0,1080.0,165.6321180513006,Intel Core i7,2.8,16.0,0,256,Intel,Windows 10,1.28,105228.0
Toshiba,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.5,8.0,0,256,Nvidia,Windows 10,2.2,55571.04
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,1000,128,Nvidia,Windows 10,2.3,43636.32
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,1000,0,Intel,Windows 10,1.86,24988.32
Lenovo,Notebook,13.3,0,1,1920.0,1080.0,165.6321180513006,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.1,53226.72
Dell,Ultrabook,13.3,1,1,3840.0,2160.0,331.2642361026012,Intel Core i7,1.8,16.0,0,1000,Intel,Windows 10,1.21,133146.72
MSI,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,1000,256,Nvidia,Windows 10,2.8,111834.72
Acer,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,2.2,8.0,0,256,AMD,Windows 10,2.23,24988.32
Asus,2 in 1 Convertible,11.6,1,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.1,2.0,0,0,Intel,Windows 10,1.1,14652.0
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,1000,128,AMD,Windows 10,2.33,44968.32
HP,2 in 1 Convertible,13.3,1,1,3840.0,2160.0,331.2642361026012,Intel Core i7,1.8,16.0,0,1000,Intel,Windows 10,1.29,130482.72
Lenovo,Notebook,13.3,0,0,1366.0,768.0,117.82653006268643,Other Intel Processor,1.6,4.0,0,0,Intel,Chrome OS,1.45,24503.472
HP,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.95,52214.4
Acer,Notebook,11.6,0,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.6,4.0,0,0,Intel,Windows 10,1.4,25840.8
HP,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.48,68837.76
Lenovo,Notebook,17.3,0,0,1600.0,900.0,106.11306214269258,Intel Core i5,2.5,4.0,1000,0,Nvidia,Windows 10,2.79,31381.92
Asus,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,2.0,58288.32
HP,Notebook,15.6,0,1,1366.0,768.0,100.45466986113651,Intel Core i7,1.8,8.0,1000,0,Intel,Windows 10,2.1,48058.56
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,AMD Processor,2.7,8.0,0,256,AMD,Windows 10,2.2,35111.52
Lenovo,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10,1.44,15557.76
Acer,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Intel Core i5,2.5,6.0,1000,0,Intel,Windows 10,2.23,29250.72
Asus,Ultrabook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,Nvidia,Windows 10,1.7,55938.672
HP,Ultrabook,12.5,0,0,1920.0,1080.0,176.23257360658386,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.26,71128.8
Dell,Notebook,15.6,1,0,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,32.0,0,1000,Nvidia,Windows 10,2.06,140605.91999999998
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,1000,256,Nvidia,Windows 10,2.7,63882.72
Toshiba,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,2.0,50243.04
Asus,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i7,2.7,8.0,1000,256,Intel,Windows 10,2.0,71075.52
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i3,2.0,4.0,1000,0,Intel,Windows 10,1.85,23922.72
Asus,Gaming,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,2.5,53226.72
HP,Notebook,14.0,0,0,1920.0,1080.0,157.3505121487356,Intel Core i5,2.6,8.0,0,256,Intel,Windows 10,1.48,67559.04
Dell,Ultrabook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,1000,128,Nvidia,Windows 10,1.9,55890.72
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,2.5,8.0,0,256,Intel,Windows 10,1.84,60952.32
Asus,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.1,4.0,1000,0,Intel,Linux,2.0,14651.4672
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,0,256,Nvidia,Windows 10,2.0,60885.72
Dell,Notebook,15.6,0,0,1366.0,768.0,100.45466986113651,Other Intel Processor,1.6,4.0,500,0,Intel,Linux,2.2,14646.672
Lenovo,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,AMD Processor,3.6,12.0,2000,0,AMD,Windows 10,2.2,47898.72
HP,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i3,2.4,8.0,1000,0,Nvidia,Windows 10,2.1,38148.48
Lenovo,2 in 1 Convertible,13.9,1,1,3840.0,2160.0,316.96506044349616,Intel Core i7,1.8,16.0,0,512,Intel,Windows 10,1.4,111834.72
Dell,Ultrabook,13.3,0,0,1920.0,1080.0,165.6321180513006,Intel Core i7,1.8,8.0,0,256,Intel,Windows 10,1.2,84129.12
Lenovo,Gaming,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,16.0,2000,256,Nvidia,Windows 10,2.4,60153.12
HP,Notebook,14.0,0,0,1366.0,768.0,111.93520355955211,Other Intel Processor,1.6,2.0,0,0,Intel,Windows 10,1.44,14865.12
Dell,Ultrabook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.9,16.0,0,768,Intel,Windows 10,1.88,85672.1088
Asus,2 in 1 Convertible,11.6,1,0,1366.0,768.0,135.0942111925629,Other Intel Processor,1.1,4.0,0,0,Intel,Windows 10,1.5,19980.0
Dell,Ultrabook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i5,1.6,8.0,1000,0,AMD,Windows 10,1.9,35324.64
Dell,Notebook,15.6,1,0,3840.0,2160.0,282.42399616439724,Intel Core i7,2.8,16.0,0,512,Nvidia,Windows 10,2.06,108020.9376
HP,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.7,8.0,0,256,Intel,Windows 10,1.84,69477.12
MSI,Gaming,17.3,0,0,1920.0,1080.0,127.33567457123111,Intel Core i7,2.8,8.0,1000,128,Nvidia,Windows 10,2.7,75071.52
HP,Workstation,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,2.8,8.0,0,256,Nvidia,Windows 10,2.6,92615.0256
Toshiba,Notebook,15.6,0,1,1920.0,1080.0,141.21199808219862,Intel Core i7,2.5,16.0,0,512,Nvidia,Windows 10,2.4,74751.84
Dell,Notebook,15.6,0,0,1920.0,1080.0,141.21199808219862,Intel Core i7,1.8,8.0,2000,128,AMD,Windows 10,2.02,51729.55199999999
